Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha,GDD_Degree_Days,RAI_Index,THI_Index,SNI_Index
AGR_Cen_2019_00131,Central_Zone,CG_Plains,2019,Zaid,Maize,24.37,38.15,100.64,65.32,11.42,6.63,0.687,127.5,15.6,111.1,3346.75,2551.2,-1.051,82.49,38.34
AGR_Cen_2022_00132,Central_Zone,MP_Narmada,2022,Kharif,Cotton,25.83,35.01,1507.67,95.0,10.0,7.0,0.676,138.2,31.5,260.3,3303.61,2450.4,2.236,86.05,61.43
AGR_Cen_2021_00133,Central_Zone,CG_Plains,2021,Kharif,Maize,24.03,37.32,279.7,64.19,15.06,6.76,0.659,241.9,27.1,189.1,4129.72,2481.0,-0.639,81.45,67.77
AGR_Cen_2023_00134,Central_Zone,CG_Plains,2023,Kharif,Cotton,23.85,32.24,1142.39,74.17,10.0,7.26,0.968,226.2,16.1,229.9,3320.81,2165.4,1.348,79.03,65.04
AGR_Cen_2019_00135,Central_Zone,CG_Plains,2019,Kharif,Soybean,26.38,39.27,630.7,76.01,12.73,7.67,0.509,230.7,20.4,186.6,2988.11,2739.0,0.17,86.74,57.07
AGR_Cen_2020_00136,Central_Zone,MP_Narmada,2020,Kharif,Wheat,22.41,32.03,921.31,81.4,10.0,6.63,0.513,154.0,25.3,162.1,4716.01,2066.4,0.893,78.69,51.49
AGR_Cen_2019_00137,Central_Zone,JH_Plateau,2019,Kharif,Pulses,22.96,35.2,686.6,65.61,10.19,7.41,0.49,117.9,28.5,202.9,2225.74,2289.6,0.368,79.36,47.14
AGR_Cen_2022_00138,Central_Zone,CG_Plains,2022,Kharif,Rice,23.94,34.4,936.27,66.24,16.04,6.75,0.333,97.5,9.3,180.9,4626.41,2300.4,0.874,79.59,42.62
AGR_Cen_2021_00139,Central_Zone,JH_Plateau,2021,Zaid,Rice,22.96,33.37,129.22,57.92,16.14,7.77,0.547,165.2,15.3,178.6,4453.23,2179.8,-0.963,76.96,46.22
AGR_Cen_2023_00140,Central_Zone,JH_Plateau,2023,Kharif,Rice,23.48,35.24,745.06,70.21,10.0,6.85,0.264,165.9,25.2,113.7,4816.62,2323.2,0.508,80.46,44.5
AGR_Cen_2018_00141,Central_Zone,UP_Bundelkhand,2018,Kharif,Cotton,25.29,33.48,783.81,69.89,10.17,6.86,0.537,277.8,18.2,216.4,3189.35,2326.2,0.546,80.45,74.69
AGR_Cen_2020_00142,Central_Zone,UP_Bundelkhand,2020,Kharif,Wheat,24.07,36.05,849.5,87.83,14.34,8.05,0.903,198.4,18.9,168.8,5125.25,2407.2,0.701,84.29,47.96
AGR_Cen_2019_00143,Central_Zone,MP_Narmada,2019,Kharif,Pulses,23.04,30.42,861.9,62.54,11.17,7.28,0.528,214.8,19.9,170.5,2044.18,2007.6,0.757,75.56,55.66
AGR_Cen_2023_00144,Central_Zone,CG_Plains,2023,Kharif,Rice,24.54,36.1,767.91,81.57,10.68,5.62,0.731,138.0,19.0,142.8,4991.95,2438.4,0.486,83.72,53.35
AGR_Cen_2018_00145,Central_Zone,JH_Plateau,2018,Kharif,Maize,23.975,35.99,613.69,65.98,12.88,6.99,0.263,189.2,21.1,184.8,3909.33,2397.9,0.194,80.73,56.52
AGR_Cen_2020_00146,Central_Zone,JH_Plateau,2020,Kharif,Wheat,24.04,31.34,918.93,95.0,10.0,6.98,0.792,133.6,23.3,240.4,4388.75,2122.8,0.923,81.27,56.92
AGR_Cen_2020_00147,Central_Zone,CG_Plains,2020,Rabi,Rice,17.48,25.95,144.24,54.71,13.95,6.53,0.53,193.6,23.0,211.6,4261.74,1405.8,-0.951,67.83,65.57
AGR_Cen_2021_00148,Central_Zone,CG_Plains,2021,Kharif,Maize,24.38,38.18,1102.59,86.93,10.0,6.73,0.453,232.9,18.6,261.8,3958.59,2553.6,1.257,86.18,76.27
AGR_Cen_2018_00149,Central_Zone,JH_Plateau,2018,Rabi,Soybean,22.32,33.58,254.89,70.42,10.0,6.33,0.588,218.9,30.6,171.8,2942.06,2154.0,-0.663,78.37,66.56
AGR_Cen_2018_00150,Central_Zone,JH_Plateau,2018,Kharif,Pulses,24.55,33.94,949.42,71.66,10.0,7.06,0.689,206.9,18.6,247.8,2472.69,2309.4,0.996,80.51,67.04
AGR_Cen_2018_00151,Central_Zone,JH_Plateau,2018,Rabi,Pulses,21.13,30.56,228.0,47.41,14.79,5.71,0.525,198.6,24.7,151.4,1791.58,1901.4,-0.727,72.55,65.62
AGR_Cen_2019_00152,Central_Zone,UP_Bundelkhand,2019,Kharif,Cotton,24.49,33.88,1069.39,84.41,10.0,6.9,0.618,215.2,34.7,184.1,2797.38,2302.2,1.219,82.31,62.9
AGR_Cen_2020_00153,Central_Zone,MP_Narmada,2020,Rabi,Cotton,19.73,31.33,260.21,45.5,14.87,7.32,0.646,161.4,16.9,297.5,2462.96,1863.6,-0.62,71.93,65.0
AGR_Cen_2022_00154,Central_Zone,JH_Plateau,2022,Kharif,Maize,24.2,31.24,573.45,62.39,10.0,7.52,0.697,110.8,23.6,113.9,4112.05,2126.4,0.098,76.95,33.02
AGR_Cen_2020_00155,Central_Zone,CG_Plains,2020,Kharif,Cotton,24.29,34.75,1041.41,84.08,10.0,6.82,0.707,202.8,30.3,226.8,3439.64,2342.4,1.116,82.81,67.43
AGR_Cen_2021_00156,Central_Zone,UP_Bundelkhand,2021,Kharif,Cotton,23.91,34.02,888.47,95.0,10.0,7.1,0.408,220.2,20.5,231.6,3077.32,2275.8,0.793,83.5,66.52
AGR_Cen_2020_00157,Central_Zone,CG_Plains,2020,Kharif,Rice,26.42,38.75,806.83,81.54,13.75,7.54,0.698,145.4,27.7,245.4,4950.44,2710.2,0.575,87.38,55.5
AGR_Cen_2018_00158,Central_Zone,MP_Narmada,2018,Rabi,Soybean,16.66,26.43,140.53,62.94,11.25,6.51,0.459,205.9,17.2,210.4,2227.33,1385.4,-0.894,68.2,66.59
AGR_Cen_2019_00159,Central_Zone,UP_Bundelkhand,2019,Kharif,Soybean,21.2,33.32,965.49,88.1,10.24,7.88,0.67,158.3,17.7,206.4,3001.8,2071.2,0.974,79.63,48.53
AGR_Cen_2023_00160,Central_Zone,CG_Plains,2023,Rabi,Pulses,17.28,27.46,185.69,49.25,14.99,7.33,0.353,195.1,24.6,179.1,1386.18,1484.4,-0.855,68.27,54.41
AGR_Cen_2020_00161,Central_Zone,JH_Plateau,2020,Rabi,Cotton,20.32,32.39,201.88,73.2,10.16,7.05,0.449,197.9,15.0,203.1,2371.78,1962.6,-0.79,76.31,59.01
AGR_Cen_2022_00162,Central_Zone,CG_Plains,2022,Kharif,Wheat,24.63,32.27,849.89,66.54,12.27,7.37,0.806,163.2,14.0,133.5,4618.95,2214.0,0.675,78.58,42.16
AGR_Cen_2018_00163,Central_Zone,UP_Bundelkhand,2018,Zaid,Rice,28.32,37.31,128.14,43.7,13.28,7.87,0.439,202.0,8.0,221.7,4409.3,2737.8,-1.0,80.74,54.85
AGR_Cen_2018_00164,Central_Zone,CG_Plains,2018,Kharif,Rice,22.43,32.79,1112.09,58.77,10.0,7.78,0.602,201.5,23.7,110.0,5252.87,2113.2,1.279,76.31,43.08
AGR_Cen_2023_00165,Central_Zone,JH_Plateau,2023,Kharif,Maize,23.09,34.39,732.5,81.13,10.0,5.2,0.49,192.1,22.4,200.6,4054.44,2248.8,0.478,81.11,79.83
AGR_Cen_2022_00166,Central_Zone,MP_Narmada,2022,Zaid,Wheat,25.17,38.79,84.76,69.06,15.84,6.5,0.809,166.3,19.4,178.6,3777.54,2637.6,-1.022,84.19,56.05
AGR_Cen_2018_00167,Central_Zone,UP_Bundelkhand,2018,Rabi,Wheat,17.46,29.75,226.74,49.78,12.38,6.21,0.657,167.3,25.6,205.2,4219.94,1632.6,-0.768,69.92,64.11
AGR_Cen_2020_00168,Central_Zone,UP_Bundelkhand,2020,Rabi,Maize,19.76,26.88,140.91,72.38,12.0,6.09,0.817,182.5,16.7,241.8,3681.4,1598.4,-0.97,71.58,72.41
AGR_Cen_2022_00169,Central_Zone,CG_Plains,2022,Kharif,Maize,24.27,31.39,1390.08,95.0,10.0,6.19,0.587,188.8,15.8,316.0,4239.05,2139.6,1.919,81.52,84.1
AGR_Cen_2022_00170,Central_Zone,CG_Plains,2022,Rabi,Maize,18.58,25.86,173.09,54.89,11.2,5.93,0.738,179.8,15.5,211.4,3355.0,1466.4,-0.884,68.52,68.58
AGR_Cen_2022_00171,Central_Zone,UP_Bundelkhand,2022,Kharif,Rice,22.75,30.81,624.99,69.49,15.16,6.47,0.677,151.5,25.6,212.1,5085.43,2013.6,0.171,76.5,60.15
AGR_Cen_2023_00172,Central_Zone,MP_Narmada,2023,Zaid,Maize,24.91,34.72,121.4,61.56,12.83,6.51,0.456,171.6,13.9,171.6,3116.02,2377.8,-0.938,79.8,54.85
AGR_Cen_2018_00173,Central_Zone,MP_Narmada,2018,Kharif,Soybean,22.94,30.62,1077.22,94.5,10.0,7.16,0.58,243.0,24.1,183.0,3415.48,2013.6,1.25,79.62,62.86
AGR_Cen_2022_00174,Central_Zone,JH_Plateau,2022,Kharif,Soybean,25.36,36.99,657.85,82.3,10.0,6.9,0.745,145.8,18.0,192.4,3217.84,2541.0,0.3,85.23,51.62
AGR_Cen_2020_00175,Central_Zone,CG_Plains,2020,Rabi,Rice,18.49,30.15,165.61,58.92,12.99,6.68,0.496,184.0,16.5,220.7,4209.4,1718.4,-0.901,71.76,63.05
AGR_Cen_2018_00176,Central_Zone,JH_Plateau,2018,Rabi,Cotton,19.57,27.57,242.02,51.95,15.07,6.48,0.401,138.8,25.0,171.2,2119.85,1628.4,-0.694,70.07,51.7
AGR_Cen_2021_00177,Central_Zone,UP_Bundelkhand,2021,Rabi,Wheat,20.134999999999998,29.98,165.74,62.06,12.65,6.54,0.479,121.8,30.2,295.1,3510.43,1806.9,-0.911,73.12,68.36
AGR_Cen_2020_00178,Central_Zone,JH_Plateau,2020,Zaid,Cotton,26.18,35.28,96.24,74.21,13.64,7.08,0.327,194.0,22.8,233.6,2410.74,2487.6,-1.042,83.18,63.62
AGR_Cen_2019_00179,Central_Zone,CG_Plains,2019,Kharif,Wheat,24.32,32.24,1617.03,95.0,10.0,5.2,0.554,226.2,30.3,283.1,4631.2,2193.6,2.442,82.3,103.77
AGR_Cen_2023_00180,Central_Zone,MP_Narmada,2023,Kharif,Pulses,23.45,34.41,502.08,65.04,12.14,6.54,0.832,170.5,21.5,161.5,2460.09,2271.6,-0.066,79.06,54.05
AGR_Cen_2023_00181,Central_Zone,CG_Plains,2023,Zaid,Maize,28.21,38.09,92.81,43.24,11.58,7.06,0.84,183.5,22.8,207.2,3730.84,2778.0,-1.069,81.07,58.57
AGR_Cen_2019_00182,Central_Zone,JH_Plateau,2019,Kharif,Wheat,25.39,37.52,998.89,84.58,10.91,5.75,0.408,208.9,14.9,184.7,4577.48,2574.6,1.114,86.07,71.04
AGR_Cen_2023_00183,Central_Zone,JH_Plateau,2023,Kharif,Rice,25.21,33.41,438.89,68.74,11.32,6.69,0.582,135.4,24.9,196.2,5405.03,2317.2,-0.223,80.17,53.29
AGR_Cen_2020_00184,Central_Zone,CG_Plains,2020,Kharif,Pulses,25.79,33.15,717.58,53.99,15.79,7.04,0.306,167.2,28.2,158.4,2191.88,2336.4,0.37,78.17,50.26
AGR_Cen_2019_00185,Central_Zone,CG_Plains,2019,Rabi,Pulses,20.71,31.88,377.69,62.08,11.68,6.51,0.511,132.3,26.9,196.3,2192.37,1955.4,-0.413,74.88,54.61
AGR_Cen_2022_00186,Central_Zone,UP_Bundelkhand,2022,Kharif,Rice,24.02,35.71,817.68,87.14,11.64,6.43,0.419,217.1,24.0,158.9,5225.5,2383.8,0.626,83.86,62.21
AGR_Cen_2018_00187,Central_Zone,CG_Plains,2018,Zaid,Wheat,25.46,36.21,100.52,65.43,15.67,7.54,0.495,172.5,32.6,190.3,3890.91,2500.2,-1.051,81.89,52.44
AGR_Cen_2018_00188,Central_Zone,UP_Bundelkhand,2018,Kharif,Wheat,26.38,36.99,859.45,82.27,10.33,7.47,0.548,200.1,15.6,215.1,4452.99,2602.2,0.724,86.05,57.67
AGR_Cen_2021_00189,Central_Zone,JH_Plateau,2021,Rabi,Rice,20.08,33.88,94.34,80.64,10.0,6.18,0.504,148.3,17.9,113.7,4018.35,2037.6,-1.047,78.21,45.29
AGR_Cen_2022_00190,Central_Zone,MP_Narmada,2022,Kharif,Soybean,25.89,37.62,1098.05,81.57,13.6,6.8,0.626,208.7,17.2,180.8,3210.34,2610.6,1.298,86.04,59.81
AGR_Cen_2018_00191,Central_Zone,JH_Plateau,2018,Kharif,Soybean,23.91,35.37,734.66,81.84,10.0,6.79,0.366,241.4,10.8,231.7,3462.63,2356.8,0.483,82.67,71.27
AGR_Cen_2021_00192,Central_Zone,UP_Bundelkhand,2021,Rabi,Cotton,20.134999999999998,30.42,167.69,63.03,10.45,6.01,0.662,121.7,22.6,257.1,2091.52,1833.3,-0.907,73.54,66.79
AGR_Cen_2018_00193,Central_Zone,JH_Plateau,2018,Zaid,Soybean,26.59,34.29,58.72,44.7,14.09,7.01,0.7,154.1,16.7,194.1,2649.03,2452.8,-1.132,77.97,52.05
AGR_Cen_2018_00194,Central_Zone,UP_Bundelkhand,2018,Kharif,Wheat,24.02,37.87,904.17,75.14,12.44,5.48,0.613,170.4,22.5,173.0,4431.63,2513.4,0.83,83.66,66.77
AGR_Cen_2018_00195,Central_Zone,MP_Narmada,2018,Rabi,Maize,21.32,33.03,166.17,30.17,16.72,6.53,0.589,164.9,14.2,221.1,3374.59,2061.0,-0.835,72.02,61.29
AGR_Cen_2021_00196,Central_Zone,JH_Plateau,2021,Zaid,Pulses,26.18,35.53,129.72,48.3,13.98,6.63,0.376,208.5,27.3,193.4,1677.42,2502.6,-0.962,79.08,64.74
AGR_Cen_2021_00197,Central_Zone,CG_Plains,2021,Kharif,Cotton,22.65,33.25,871.52,70.53,10.0,7.73,0.579,210.6,14.0,144.2,3131.94,2154.0,0.724,78.39,47.71
AGR_Cen_2018_00198,Central_Zone,UP_Bundelkhand,2018,Rabi,Pulses,21.41,29.19,64.96,43.89,12.5,7.13,1.088,214.6,19.2,214.4,1560.55,1836.0,-1.149,71.47,62.86
AGR_Cen_2019_00199,Central_Zone,MP_Narmada,2019,Kharif,Cotton,23.95,34.65,1013.64,84.58,10.0,7.61,0.664,128.3,21.9,211.0,3111.4,2316.0,1.105,82.53,47.46
AGR_Cen_2020_00200,Central_Zone,UP_Bundelkhand,2020,Kharif,Cotton,24.09,34.74,1013.65,71.5,10.0,6.38,0.709,191.8,23.5,124.7,3222.03,2329.8,1.088,80.74,53.29
AGR_Cen_2020_00201,Central_Zone,UP_Bundelkhand,2020,Kharif,Cotton,24.56,34.54,1050.89,87.89,10.0,6.64,0.473,140.5,20.4,206.3,2650.01,2346.0,1.175,83.44,55.3
AGR_Cen_2020_00202,Central_Zone,JH_Plateau,2020,Kharif,Cotton,23.24,30.95,964.79,74.18,10.0,6.53,0.506,189.7,21.8,193.4,2883.86,2051.4,1.033,77.57,62.01
AGR_Cen_2022_00203,Central_Zone,JH_Plateau,2022,Kharif,Wheat,23.63,36.34,992.87,95.0,10.32,7.34,0.713,210.4,26.2,224.8,4971.56,2398.2,1.1,85.29,62.86
AGR_Cen_2022_00204,Central_Zone,UP_Bundelkhand,2022,Kharif,Wheat,24.6,31.92,1228.87,95.0,10.0,5.81,0.311,205.6,19.0,225.4,4664.55,2191.2,1.595,82.27,77.45
AGR_Cen_2022_00205,Central_Zone,CG_Plains,2022,Kharif,Maize,22.15,30.98,1030.94,85.6,10.0,5.9,0.934,164.3,12.6,221.1,4566.61,1987.8,1.092,78.15,67.46
AGR_Cen_2019_00206,Central_Zone,UP_Bundelkhand,2019,Kharif,Rice,25.06,37.34,955.83,92.99,10.45,6.25,0.2,181.0,22.6,302.7,4594.59,2544.0,0.951,87.08,81.01
AGR_Cen_2023_00207,Central_Zone,JH_Plateau,2023,Rabi,Rice,19.8,30.18,186.87,57.04,12.71,6.93,0.617,178.7,14.2,258.2,4367.59,1798.8,-0.826,72.49,65.09
AGR_Cen_2019_00208,Central_Zone,CG_Plains,2019,Kharif,Soybean,24.03,30.81,1237.39,95.0,10.0,7.19,0.717,178.6,23.4,206.3,3336.86,2090.4,1.567,80.8,56.79
AGR_Cen_2021_00209,Central_Zone,CG_Plains,2021,Zaid,Cotton,25.65,36.38,96.36,63.97,10.0,6.44,0.881,187.9,31.1,186.2,2331.79,2521.8,-1.061,81.9,62.92
AGR_Cen_2020_00210,Central_Zone,MP_Narmada,2020,Kharif,Soybean,24.4,34.23,840.87,89.04,10.0,8.08,0.41,153.9,30.1,135.8,3266.03,2317.8,0.709,83.22,39.58
AGR_Cen_2022_00211,Central_Zone,MP_Narmada,2022,Kharif,Pulses,24.45,38.43,934.44,95.0,10.07,6.44,0.596,192.0,23.2,202.1,2064.86,2572.8,0.923,87.84,64.8
AGR_Cen_2020_00212,Central_Zone,UP_Bundelkhand,2020,Kharif,Rice,22.85,30.75,870.08,88.86,10.0,6.55,0.687,181.8,22.6,308.3,5146.4,2016.0,0.749,78.95,78.27
AGR_Cen_2021_00213,Central_Zone,JH_Plateau,2021,Kharif,Cotton,21.38,35.24,656.8,62.92,10.47,7.07,0.602,213.5,25.5,265.7,2955.43,2197.2,0.297,77.86,71.39
AGR_Cen_2020_00214,Central_Zone,MP_Narmada,2020,Kharif,Maize,26.61,39.12,1188.74,73.33,10.0,6.61,0.737,203.1,10.1,149.7,4331.18,2743.8,1.505,86.31,54.9
AGR_Cen_2021_00215,Central_Zone,MP_Narmada,2021,Rabi,Maize,19.98,31.03,178.72,52.2,13.19,6.16,0.556,130.1,16.7,300.5,3089.38,1860.6,-0.807,72.65,72.61
AGR_Cen_2021_00216,Central_Zone,MP_Narmada,2021,Kharif,Maize,25.79,33.55,1322.48,95.0,10.0,7.55,0.493,125.8,23.7,210.4,4053.04,2360.4,1.812,84.74,47.67
AGR_Cen_2019_00217,Central_Zone,JH_Plateau,2019,Kharif,Maize,22.17,35.71,695.12,76.37,13.21,7.12,0.635,174.5,19.4,203.6,4328.98,2272.8,0.389,80.73,55.83
AGR_Cen_2019_00218,Central_Zone,MP_Narmada,2019,Rabi,Wheat,19.3,28.74,166.11,67.29,12.51,7.84,0.652,227.0,25.3,197.9,4390.99,1682.4,-0.835,72.16,57.42
AGR_Cen_2023_00219,Central_Zone,UP_Bundelkhand,2023,Kharif,Maize,23.69,32.86,466.96,62.33,11.83,6.77,0.904,249.2,16.5,238.2,4937.78,2193.0,-0.201,77.73,74.43
AGR_Cen_2018_00220,Central_Zone,CG_Plains,2018,Kharif,Cotton,23.28,34.59,1209.05,84.07,12.3,7.23,0.551,211.1,30.5,162.2,2933.41,2272.2,1.502,81.85,55.85
AGR_Cen_2020_00221,Central_Zone,MP_Narmada,2020,Rabi,Soybean,19.14,26.66,98.08,55.41,16.87,7.42,0.688,151.9,19.3,261.3,1999.95,1548.0,-0.991,69.49,58.29
AGR_Cen_2022_00222,Central_Zone,UP_Bundelkhand,2022,Rabi,Soybean,21.21,30.42,175.63,65.63,10.45,7.65,0.484,210.3,23.3,208.9,3020.91,1897.8,-0.888,74.61,57.84
AGR_Cen_2020_00223,Central_Zone,UP_Bundelkhand,2020,Kharif,Rice,25.47,35.16,1172.6,95.0,10.0,6.7,0.535,217.5,22.7,181.9,5558.99,2437.8,1.462,85.87,63.0
AGR_Cen_2020_00224,Central_Zone,MP_Narmada,2020,Rabi,Cotton,19.1,27.96,198.13,67.18,14.95,7.73,0.597,191.1,20.0,180.8,2383.15,1623.6,-0.762,71.42,50.7
AGR_Cen_2023_00225,Central_Zone,UP_Bundelkhand,2023,Rabi,Pulses,22.37,30.64,139.1,48.06,11.4,5.8,0.707,241.1,29.0,272.9,1728.36,1980.6,-0.974,73.47,93.62
AGR_Cen_2022_00226,Central_Zone,JH_Plateau,2022,Kharif,Wheat,25.32,35.76,945.5,94.13,10.0,6.3,0.672,160.9,24.0,209.0,4804.82,2464.8,0.987,86.12,62.52
AGR_Cen_2021_00227,Central_Zone,UP_Bundelkhand,2021,Kharif,Maize,23.44,31.76,617.93,66.43,15.69,6.74,0.877,161.7,18.7,261.6,3962.76,2112.0,0.155,77.32,65.58
AGR_Cen_2020_00228,Central_Zone,MP_Narmada,2020,Zaid,Maize,26.8,38.75,167.21,49.14,15.86,7.6,0.515,190.5,17.3,213.9,3431.42,2733.0,-0.833,81.7,55.49
AGR_Cen_2021_00229,Central_Zone,MP_Narmada,2021,Kharif,Cotton,20.65,33.11,910.5,90.05,10.17,7.21,0.622,176.7,31.0,205.6,2700.66,2025.6,0.869,79.23,57.32
AGR_Cen_2020_00230,Central_Zone,JH_Plateau,2020,Rabi,Soybean,21.0,31.65,198.64,41.04,14.2,6.21,0.585,181.4,25.7,217.2,2388.57,1959.0,-0.797,72.4,68.33
AGR_Cen_2021_00231,Central_Zone,MP_Narmada,2021,Rabi,Maize,19.65,31.48,100.78,41.52,13.35,6.53,0.355,163.4,27.2,208.4,2953.4,1867.8,-0.985,71.53,61.1
AGR_Cen_2019_00232,Central_Zone,CG_Plains,2019,Kharif,Cotton,24.18,35.05,296.17,50.26,16.74,7.42,0.642,185.8,25.5,208.4,2822.37,2353.8,-0.601,77.79,56.56
AGR_Cen_2023_00233,Central_Zone,CG_Plains,2023,Zaid,Pulses,26.04,37.62,73.95,66.37,12.22,5.46,0.45,135.8,10.8,220.4,1321.05,2619.6,-1.113,83.5,67.22
AGR_Cen_2019_00234,Central_Zone,UP_Bundelkhand,2019,Zaid,Wheat,25.67,37.31,81.55,48.71,12.4,7.84,0.738,138.4,30.8,187.1,3676.46,2578.8,-1.11,79.97,45.45
AGR_Cen_2021_00235,Central_Zone,MP_Narmada,2021,Kharif,Wheat,22.92,34.215,1579.39,91.84,10.0,7.24,0.816,151.6,22.7,234.2,4440.8,2228.1,2.4,82.36,56.42
AGR_Cen_2022_00236,Central_Zone,CG_Plains,2022,Zaid,Soybean,25.95,35.04,126.94,68.13,11.33,7.53,0.61,251.0,28.6,231.9,2965.35,2459.4,-0.99,81.83,67.93
AGR_Cen_2019_00237,Central_Zone,UP_Bundelkhand,2019,Rabi,Wheat,20.96,33.42,107.67,62.57,10.0,5.9,0.349,168.0,22.9,110.0,3328.73,2062.8,-1.048,76.22,51.0
AGR_Cen_2019_00238,Central_Zone,UP_Bundelkhand,2019,Kharif,Maize,26.06,39.11,551.55,47.02,10.91,6.67,0.678,177.8,29.2,143.9,4057.74,2710.2,-0.002,81.07,52.61
AGR_Cen_2022_00239,Central_Zone,JH_Plateau,2022,Rabi,Cotton,19.95,31.16,199.38,66.08,12.9,6.57,0.499,202.3,12.3,250.8,2383.85,1866.6,-0.796,74.28,70.84
AGR_Cen_2018_00240,Central_Zone,MP_Narmada,2018,Rabi,Wheat,20.76,30.4,185.28,48.84,13.2,6.65,0.799,160.3,19.1,262.7,4206.23,1869.6,-0.792,72.37,66.48
AGR_Cen_2023_00241,Central_Zone,MP_Narmada,2023,Kharif,Wheat,22.31,30.03,804.01,63.59,15.01,6.84,0.392,164.7,15.4,221.3,4654.31,1940.4,0.625,74.88,58.68
AGR_Cen_2023_00242,Central_Zone,UP_Bundelkhand,2023,Kharif,Wheat,24.56,33.4,37.8,54.97,11.68,5.65,1.067,153.4,22.2,186.9,4108.21,2277.6,-1.213,77.65,64.16
AGR_Cen_2023_00243,Central_Zone,UP_Bundelkhand,2023,Kharif,Cotton,26.27,36.44,888.47,95.0,10.0,5.97,0.63,234.3,17.2,189.9,3008.84,2562.6,0.793,87.69,73.94
AGR_Cen_2020_00244,Central_Zone,UP_Bundelkhand,2020,Zaid,Pulses,26.17,34.28,90.68,57.3,16.21,6.9,0.571,220.7,23.8,219.2,1879.98,2427.0,-1.088,79.71,67.2
AGR_Cen_2021_00245,Central_Zone,UP_Bundelkhand,2021,Kharif,Rice,24.5,32.43,825.52,80.81,10.0,7.57,0.563,150.9,25.0,288.9,4617.85,2215.8,0.644,80.62,61.4
AGR_Cen_2022_00246,Central_Zone,MP_Narmada,2022,Rabi,Soybean,17.09,26.33,223.82,47.09,13.63,7.91,0.677,159.7,20.2,176.9,2640.4,1405.2,-0.703,67.26,45.11
AGR_Cen_2020_00247,Central_Zone,CG_Plains,2020,Kharif,Cotton,25.6,35.55,983.02,80.46,10.0,7.42,0.739,149.5,28.9,237.7,3216.5,2469.0,0.981,83.95,56.08
AGR_Cen_2020_00248,Central_Zone,JH_Plateau,2020,Rabi,Pulses,22.77,29.83,156.77,37.36,14.82,8.13,0.728,177.8,13.1,220.9,1378.43,1956.0,-0.897,71.92,50.65
AGR_Cen_2023_00249,Central_Zone,JH_Plateau,2023,Kharif,Pulses,20.25,32.27,892.89,66.37,11.33,5.21,0.579,183.8,18.2,246.7,2518.22,1951.2,0.861,75.35,86.12
AGR_Cen_2021_00250,Central_Zone,MP_Narmada,2021,Rabi,Soybean,19.14,27.92,224.29,46.52,11.8,7.53,0.305,213.2,16.0,281.4,2630.58,1623.6,-0.702,69.52,67.81
AGR_Cen_2021_00251,Central_Zone,MP_Narmada,2021,Kharif,Rice,23.38,36.89,1043.51,72.9,12.64,6.9,0.837,184.3,21.8,200.8,5433.67,2416.2,1.173,82.05,58.97
AGR_Cen_2021_00252,Central_Zone,MP_Narmada,2021,Rabi,Rice,19.53,31.02,178.72,58.4,12.92,5.9,0.792,155.2,21.6,257.5,4668.79,1833.0,-0.807,73.03,73.61
AGR_Cen_2020_00253,Central_Zone,MP_Narmada,2020,Rabi,Cotton,18.57,28.69,180.77,57.1,11.44,7.46,0.859,231.4,13.1,213.2,2644.49,1635.6,-0.802,70.63,61.35
AGR_Cen_2019_00254,Central_Zone,UP_Bundelkhand,2019,Kharif,Wheat,24.32,31.36,1052.28,77.29,10.75,6.44,0.78,180.2,11.7,150.7,4800.31,2140.8,1.179,79.14,53.2
AGR_Cen_2019_00255,Central_Zone,MP_Narmada,2019,Kharif,Wheat,26.23,34.5,824.14,68.21,11.97,7.91,0.61,149.9,23.0,269.4,4591.93,2443.8,0.671,81.65,55.92
AGR_Cen_2021_00256,Central_Zone,MP_Narmada,2021,Rabi,Cotton,17.57,31.25,85.83,77.9,10.54,6.3,0.891,135.0,18.4,141.0,1845.1,1729.2,-1.019,73.8,46.73
AGR_Cen_2018_00257,Central_Zone,MP_Narmada,2018,Rabi,Cotton,21.74,29.46,178.72,72.9,12.0,6.95,0.417,178.8,26.4,117.9,2477.28,1872.0,-0.807,75.12,46.49
AGR_Cen_2020_00258,Central_Zone,JH_Plateau,2020,Kharif,Rice,23.97,33.44,513.21,52.63,12.59,6.6,0.559,210.1,13.3,219.7,5299.14,2244.6,-0.046,76.95,67.14
AGR_Cen_2019_00259,Central_Zone,UP_Bundelkhand,2019,Rabi,Maize,18.4,25.99,193.78,54.95,14.13,7.41,0.588,196.3,17.3,178.6,3565.1,1463.4,-0.845,68.49,52.93
AGR_Cen_2018_00260,Central_Zone,JH_Plateau,2018,Kharif,Wheat,24.55,32.95,1346.42,95.0,12.56,6.61,0.655,151.9,25.6,234.4,4424.08,2250.0,1.945,83.13,62.31
AGR_Cen_2022_00261,Central_Zone,JH_Plateau,2022,Kharif,Soybean,23.58,34.49,765.67,74.02,12.31,6.55,0.714,134.0,9.1,269.9,3244.27,2284.2,0.557,80.53,63.05
